"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"4.234.254,33";"28.862.981,91";"27.498.700,81";"2.921.041,99";
"04/2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"13.598.833,01";"28.587.483,75";"28.429.001,33";"3.526.989,32";
"02/2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"3.138.738,95";"26.150.272,07";"26.042.379,30";"3.794.173,20";
"08/2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"4.136.686,65";"31.375.687,97";"30.806.828,33";"4.434.424,55";
"06/2022";"26000 - Ministério da Educação";"26403 - Instituto Federal do Amazonas";"6.265.265,98";"37.602.063,62";"30.735.915,62";"4.184.204,31";
"02/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"61.446.763,06";"56.945.316,17";"55.331.465,86";"8.962.472,72";
"08/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"8.011.566,08";"64.593.495,04";"60.682.184,48";"1.692.395,56";
"01/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"58.023.744,43";"54.231.023,07";"18.418.845,30";"61.843.234,92";
"03/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"58.984.615,73";"59.422.657,24";"58.755.833,90";"7.508.287,44";
"06/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"4.209.246,25";"78.922.049,63";"63.371.151,61";"3.552.425,80";
"05/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"22.220.627,82";"63.033.104,67";"63.315.241,59";"4.569.273,40";
"09/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"1.717.594,13";"2.330.526,20";"41.278.909,36";"595.784,26";
"07/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"5.233.344,64";"63.109.118,27";"78.806.040,21";"2.929.747,32";
"04/2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"588.868.030,54";"60.322.621,74";"59.344.367,20";"3.979.784,18";
"07/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"73.237.305,47";"65.026.168,60";"73.621.793,47";"3.285.708,01";
"09/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"1.685.034,43";"1.897.776,65";"35.848.591,40";"236.259,17";
"06/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"78.149.672,16";"69.657.926,66";"57.963.715,61";"1.759.439,02";
"08/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"31.777.625,75";"59.787.068,36";"62.853.412,15";"2.228.881,85";
"02/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"30.880.419,57";"54.354.235,50";"52.690.560,48";"10.553.935,09";
"05/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"44.369.595,21";"59.367.248,86";"57.796.279,96";"10.874.247,82";
"01/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"175.856.397,24";"51.213.061,75";"17.301.250,66";"56.331.141,93";
"04/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"125.171.774,97";"55.580.162,44";"54.683.317,97";"8.526.098,63";
"03/2022";"26000 - Ministério da Educação";"26406 - Instituto Federal do Espírito Santo";"59.035.885,59";"53.714.993,44";"54.660.207,87";"7.015.267,87";
"07/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"7.020.376,07";"51.981.289,80";"65.299.765,11";"3.880.032,18";
"08/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"13.145.114,89";"54.184.453,32";"50.425.892,87";"2.824.053,65";
"09/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"972.394,64";"1.511.200,27";"33.851.257,02";"858.595,99";
"06/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"351.148,64";"63.806.019,85";"51.280.323,96";"4.091.518,96";
"05/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"14.263.020,00";"51.674.007,11";"50.889.714,91";"5.474.643,67";
"01/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"578.904.775,30";"45.867.635,14";"15.199.880,12";"57.655.128,30";
"04/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"34.463.439,99";"49.708.361,52";"47.437.236,67";"4.695.370,12";
"02/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"5.672.678,76";"45.142.820,89";"45.776.061,98";"6.913.804,73";
"03/2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"4.859.577,54";"47.832.893,41";"46.840.295,43";"8.193.525,25";
"05/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"28.299.233,87";"38.163.846,27";"38.611.838,92";"5.588.153,87";
"03/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"5.181.095,77";"34.089.852,12";"33.987.169,34";"8.600.364,81";
"01/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"419.185.940,32";"32.460.434,48";"10.890.872,11";"35.152.980,94";
"06/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"8.245.988,85";"50.499.807,22";"38.759.799,42";"5.602.937,42";
"09/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"- 753.877,05";"3.701.271,38";"26.204.601,05";"867.504,45";
"08/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"5.548.824,34";"42.237.612,98";"40.447.851,30";"2.195.915,04";
"02/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"7.024.004,86";"33.273.837,94";"32.813.582,76";"5.695.357,53";
"07/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"2.365.942,55";"40.079.355,01";"51.892.806,86";"2.854.932,97";
"04/2022";"26000 - Ministério da Educação";"26414 - Instituto Federal do Mato Grosso";"25.167.103,45";"37.717.686,59";"34.654.333,03";"3.459.622,34";
"02/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"16.242.953,22";"15.601.467,50";"14.953.459,31";"1.666.444,76";
"09/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"471.492,86";"481.340,12";"11.926.502,29";"266.227,77";
"01/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"15.929.197,40";"14.785.272,11";"4.994.814,63";"15.264.785,47";
"08/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"17.061.949,57";"19.007.755,40";"18.472.551,29";"1.290.655,95";
"03/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"18.025.186,30";"16.399.958,64";"16.177.669,27";"4.214.249,17";
"04/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"21.071.512,58";"17.201.141,90";"16.622.891,22";"1.617.903,93";
"05/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"31.270.997,43";"16.866.556,24";"17.370.066,94";"1.439.140,63";
"07/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"18.344.566,56";"17.634.651,71";"22.712.916,78";"1.455.989,37";
"06/2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"25.662.787,29";"23.384.987,61";"17.837.402,07";"1.796.784,06";
"09/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"1.151.906,20";"1.312.928,42";"17.889.737,02";"150.470,45";
"02/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"2.991.742,25";"21.052.426,24";"19.998.646,63";"3.100.897,87";
"03/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"2.213.114,79";"22.050.097,16";"22.324.001,61";"4.845.851,00";
"06/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"2.252.420,53";"26.383.652,43";"21.871.279,96";"1.452.993,94";
"07/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"5.956.695,90";"22.784.604,49";"26.510.563,84";"1.306.173,97";
"08/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"9.172.204,45";"28.196.781,31";"23.933.999,45";"2.027.764,68";
"04/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"14.502.268,20";"21.436.611,70";"21.611.545,36";"1.945.385,73";
"05/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"5.659.739,98";"21.754.193,96";"22.314.357,09";"2.003.668,72";
"01/2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"246.648.144,79";"19.628.078,03";"6.494.639,41";"20.512.340,01";
"09/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"353.542,41";"562.483,80";"24.501.659,09";"353.676,74";
"06/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"7.772.603,44";"47.182.796,63";"36.015.799,23";"3.893.485,00";
"03/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"7.246.694,58";"34.954.600,97";"34.973.249,16";"4.798.268,20";
"07/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"4.534.715,04";"36.701.121,18";"47.108.014,55";"1.405.243,22";
"01/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"379.716.057,94";"31.951.349,79";"11.115.472,94";"29.492.084,72";
"02/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"4.874.506,51";"33.661.987,69";"31.989.626,33";"3.768.337,52";
"08/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"6.897.692,78";"37.423.220,93";"35.769.324,16";"1.389.966,11";
"05/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"2.911.765,92";"35.240.560,42";"36.106.197,70";"4.275.144,56";
"04/2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"22.387.574,47";"34.631.526,44";"34.246.916,13";"2.881.365,21";
"08/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"4.299.685,63";"42.775.119,38";"40.777.798,56";"549.738,51";
"02/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"3.613.722,87";"35.096.101,22";"36.245.350,43";"3.580.709,33";
"09/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"596.735,52";"1.100.822,02";"25.992.240,12";"47.288,09";
"03/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"2.146.391,15";"37.596.435,28";"37.608.833,91";"5.360.128,48";
"04/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"33.020.357,45";"38.642.723,07";"37.488.316,49";"2.977.507,99";
"05/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"10.730.607,34";"39.526.255,67";"38.919.660,56";"2.394.926,77";
"07/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"3.081.784,29";"40.049.373,98";"51.689.857,90";"1.073.777,71";
"01/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"446.486.945,74";"36.260.072,81";"11.384.053,53";"48.390.950,41";
"06/2022";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"16.978.257,90";"52.656.811,06";"41.986.116,24";"2.368.614,92";
"08/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"68.955.953,97";"38.770.350,87";"37.096.031,09";"830.817,54";
"02/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"3.208.730,63";"35.109.019,55";"34.595.329,41";"2.562.706,12";
"03/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"24.788.075,97";"36.318.882,87";"36.459.056,13";"2.861.000,06";
"09/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"1.307.861,57";"1.101.629,32";"25.267.045,38";"402.495,43";
"06/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"12.697.531,59";"47.320.313,49";"39.162.337,19";"1.945.146,99";
"04/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"30.787.184,40";"36.763.249,35";"36.057.652,44";"1.146.861,19";
"07/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"23.635.567,04";"38.923.822,92";"47.089.672,99";"676.866,41";
"01/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"210.244.105,84";"34.081.607,70";"11.112.758,07";"46.838.634,05";
"05/2022";"26000 - Ministério da Educação";"26431 - Instituto Federal do Piauí";"66.229.203,77";"38.134.736,35";"38.310.663,09";"1.597.614,10";
"09/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"473.228,40";"685.492,85";"22.919.099,15";"232.147,43";
"04/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"11.367.697,44";"34.255.758,15";"33.006.826,75";"1.585.043,64";
"03/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"3.665.515,61";"31.872.340,60";"32.329.685,18";"3.252.996,16";
"02/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"1.932.470,07";"32.156.381,35";"40.817.244,82";"2.699.460,94";
"07/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"5.349.195,35";"36.664.032,97";"44.118.217,68";"485.624,43";
"06/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"8.058.753,70";"42.910.900,90";"35.130.274,87";"1.741.939,39";
"08/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"1.804.996,44";"35.559.601,67";"34.942.407,82";"1.461.555,46";
"05/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"10.439.220,09";"36.178.255,37";"35.719.191,04";"953.507,68";
"01/2022";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"311.400.477,30";"42.104.388,80";"12.503.884,47";"30.098.555,72";
"01/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"592.569.012,83";"45.375.938,15";"15.151.579,13";"58.627.253,43";
"09/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"733.810,36";"1.182.069,29";"32.771.527,64";"1.397.766,58";
"02/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"1.847.336,90";"45.316.850,13";"45.766.089,26";"8.564.379,38";
"06/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"32.394.301,17";"57.070.726,45";"48.164.462,49";"6.014.199,73";
"07/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"10.475.605,07";"54.219.970,58";"59.764.311,73";"6.359.145,96";
"05/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"14.955.506,17";"47.860.620,29";"47.290.033,64";"9.740.977,05";
"08/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"9.428.527,71";"53.781.392,02";"52.084.304,44";"4.957.696,45";
"03/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"2.922.730,49";"47.199.173,06";"46.127.533,48";"8.831.402,52";
"04/2022";"26000 - Ministério da Educação";"26435 - Instituto Federal do Rio Grande do Norte";"7.164.412,07";"46.384.294,61";"46.942.615,57";"6.622.908,25";
"01/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"409.264.814,71";"37.883.704,53";"12.243.230,02";"33.005.938,77";
"09/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"613.075,35";"1.047.089,73";"26.548.579,61";"391.393,19";
"05/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"9.500.436,29";"38.483.770,60";"38.612.259,61";"2.226.515,42";
"07/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"4.585.568,84";"40.255.770,32";"47.162.088,94";"1.997.909,05";
"02/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"3.084.405,84";"36.636.366,86";"37.613.983,86";"3.609.353,88";
"04/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"16.536.403,87";"37.220.564,09";"36.053.218,44";"1.462.246,32";
"03/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"37.525.334,64";"35.860.744,65";"37.473.909,75";"3.024.609,83";
"08/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"6.591.315,72";"40.089.779,30";"38.884.488,92";"631.571,35";
"06/2022";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"9.576.993,15";"47.166.476,16";"38.873.973,51";"2.050.435,80";
"09/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"58.837,01";"322.086,15";"10.771.021,67";"205.972,32";
"08/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"3.060.968,57";"16.116.630,86";"15.755.938,21";"637.516,16";
"03/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"842.511,67";"14.951.037,88";"14.649.868,77";"1.758.303,24";
"05/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"4.122.575,66";"15.813.733,98";"15.644.810,26";"765.218,49";
"07/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"1.528.628,04";"15.851.458,62";"18.924.550,74";"522.311,94";
"04/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"8.492.417,13";"15.232.305,25";"14.907.151,87";"1.039.088,71";
"06/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"9.348.742,53";"18.920.849,48";"15.779.465,47";"1.765.954,82";
"01/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"148.108.888,10";"13.932.879,78";"4.651.701,62";"17.404.673,94";
"02/2022";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"1.765.077,12";"14.386.438,27";"14.132.603,77";"1.751.727,00";
"03/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"1.830.939,73";"22.177.004,60";"24.690.070,83";"3.283.449,89";
"09/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"2.069.019,40";"636.718,35";"16.636.198,33";"401.519,19";
"01/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"232.573.037,20";"22.492.498,88";"7.382.940,17";"22.536.235,89";
"06/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"4.464.917,08";"29.665.000,65";"23.767.324,02";"1.953.761,13";
"08/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"6.705.234,93";"25.902.046,23";"25.002.709,48";"1.182.504,43";
"04/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"30.404.618,11";"22.086.821,41";"22.400.810,47";"2.050.824,79";
"07/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"19.836.830,53";"25.373.880,38";"30.438.812,77";"1.248.812,50";
"05/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"7.215.304,54";"23.407.595,09";"22.868.017,13";"2.484.856,12";
"02/2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"6.900.779,86";"22.814.339,27";"20.652.831,74";"2.699.103,81";
"04/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"4.842.538,79";"21.308.534,48";"20.681.759,34";"4.924.406,21";
"07/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"6.379.824,58";"24.915.437,32";"29.831.163,69";"2.339.760,90";
"01/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"208.060.634,09";"19.428.567,86";"6.337.859,50";"24.070.427,81";
"03/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"9.022.985,71";"20.269.134,16";"19.991.616,82";"6.463.703,31";
"08/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"12.735.088,07";"26.639.964,24";"24.348.546,33";"860.609,47";
"06/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"7.652.013,51";"29.537.316,13";"24.038.522,67";"2.571.321,68";
"09/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"631.877,54";"1.172.008,20";"17.188.175,84";"414.977,23";
"02/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"2.329.242,46";"19.323.489,38";"19.317.128,39";"3.736.413,30";
"05/2022";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"33.106.212,12";"23.268.246,41";"22.262.087,19";"3.522.965,71";
"09/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"- 996.748,90";"703.913,35";"12.619.907,12";"179.488,90";
"03/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"3.455.455,78";"18.686.023,76";"18.145.149,59";"3.600.209,72";
"07/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"3.142.056,78";"20.275.768,67";"24.447.698,65";"966.063,27";
"05/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"9.256.236,37";"20.479.611,26";"20.770.795,07";"1.615.406,06";
"08/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"24.415.969,78";"20.864.822,40";"19.601.283,98";"1.256.383,00";
"06/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"10.466.272,11";"24.538.774,60";"20.608.559,43";"1.885.634,02";
"04/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"75.712.122,77";"19.889.297,47";"18.685.658,65";"2.255.052,12";
"01/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"102.169.565,74";"17.543.553,97";"6.126.565,88";"19.622.046,73";
"02/2022";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"2.436.682,88";"17.372.615,27";"17.362.920,63";"2.416.058,80";
"08/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"1.434.925,87";"20.501.216,16";"20.061.994,16";"228.082,59";
"09/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"4.453,54";"804.433,81";"12.863.646,28";"118.743,33";
"06/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"1.467.863,33";"24.804.874,98";"20.633.279,83";"660.484,16";
"01/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"231.526.549,31";"18.098.182,81";"6.155.464,66";"20.222.753,00";
"05/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"7.158.224,79";"20.391.181,80";"20.225.432,31";"763.242,82";
"04/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"11.130.998,36";"19.248.810,40";"19.254.361,66";"372.644,73";
"07/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"1.879.063,06";"20.599.028,86";"25.065.248,53";"315.544,18";
"02/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"1.860.275,35";"18.452.017,41";"18.166.838,82";"2.244.158,71";
"03/2022";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"2.473.619,84";"19.664.649,88";"19.317.383,29";"1.425.469,59";
"03/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"223.753.834,11";"22.991.128,70";"22.014.703,57";"4.485.844,76";
"07/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"1.165.078,53";"25.656.309,17";"30.261.775,26";"1.751.438,98";
"09/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"- 499.391,98";"1.295.286,14";"16.480.106,70";"1.113.838,25";
"02/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"6.606.083,05";"21.276.996,28";"21.698.583,72";"2.813.298,55";
"08/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"3.213.134,64";"27.199.406,49";"25.971.231,41";"1.129.220,52";
"05/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"22.100.856,58";"25.080.701,43";"25.238.775,42";"3.158.967,36";
"06/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"11.942.329,78";"30.225.312,90";"25.341.972,59";"2.490.948,43";
"01/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"63.303.072,64";"21.907.322,32";"7.595.731,24";"25.309.921,33";
"04/2022";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"7.239.954,64";"23.787.817,35";"23.496.076,08";"3.354.154,89";
"03/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"2.149.088,45";"31.209.830,43";"30.656.207,53";"4.499.321,86";
"07/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"5.653.865,63";"34.402.361,21";"41.021.793,17";"944.400,48";
"02/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"2.576.211,88";"30.104.851,63";"30.331.784,28";"2.994.762,67";
"06/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"36.715.120,91";"41.020.572,13";"33.818.408,96";"1.880.255,59";
"01/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"360.673.497,08";"30.406.331,78";"9.917.985,17";"39.807.384,83";
"08/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"3.382.385,68";"35.930.922,59";"33.814.766,84";"2.566.243,82";
"05/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"27.813.214,77";"34.103.578,10";"33.065.990,92";"3.114.415,63";
"04/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"5.681.386,19";"31.685.480,04";"31.031.823,60";"3.777.652,48";
"09/2022";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"525.454,85";"1.385.827,78";"22.537.749,79";"126.597,96";
"01/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"303.431.624,98";"24.129.237,61";"9.009.517,65";"25.548.497,83";
"06/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"5.118.229,95";"32.007.603,51";"28.058.634,60";"2.844.085,50";
